1.1 Edad:,1.2 Género:,3. Evaluación de Habilidades Blandas,"A continuación, por favor evalúa qué tan bien consideras que desarrollaste las siguientes habilidades blandas durante tu formación en la EPN. Usa una escala de 1 a 5, donde 1 = Nada desarrollado y 5 = Totalmente desarrollado. [Gestión: Gestionar actividades complejas, como proyectos de ingeniería, en el campo de estudio.]","A continuación, por favor evalúa qué tan bien consideras que desarrollaste las siguientes habilidades blandas durante tu formación en la EPN. Usa una escala de 1 a 5, donde 1 = Nada desarrollado y 5 = Totalmente desarrollado. [Comunicación efectiva: Presentar y defender proyectos técnicos en español e inglés en entornos profesionales.]","A continuación, por favor evalúa qué tan bien consideras que desarrollaste las siguientes habilidades blandas durante tu formación en la EPN. Usa una escala de 1 a 5, donde 1 = Nada desarrollado y 5 = Totalmente desarrollado. [Liderazgo: Dirigir equipos, organizando tareas y tomando decisiones clave.]","A continuación, por favor evalúa qué tan bien consideras que desarrollaste las siguientes habilidades blandas durante tu formación en la EPN. Usa una escala de 1 a 5, donde 1 = Nada desarrollado y 5 = Totalmente desarrollado. [Trabajo en equipo: Participar activamente en equipos para resolver problemas de ingeniería.]","A continuación, por favor evalúa qué tan bien consideras que desarrollaste las siguientes habilidades blandas durante tu formación en la EPN. Usa una escala de 1 a 5, donde 1 = Nada desarrollado y 5 = Totalmente desarrollado. [Ética profesional: Actuar con responsabilidad ética en la toma de decisiones técnicas, respetando normas y compromisos legales.]","A continuación, por favor evalúa qué tan bien consideras que desarrollaste las siguientes habilidades blandas durante tu formación en la EPN. Usa una escala de 1 a 5, donde 1 = Nada desarrollado y 5 = Totalmente desarrollado. [Responsabilidad social: Considerar aspectos jurídicos, culturales y de sostenibilidad al desarrollar soluciones de ingeniería.]","A continuación, por favor evalúa qué tan bien consideras que desarrollaste las siguientes habilidades blandas durante tu formación en la EPN. Usa una escala de 1 a 5, donde 1 = Nada desarrollado y 5 = Totalmente desarrollado. [Aprendizaje autónomo: Buscar activamente aprendizaje continuo y desarrollar habilidades profesionales de manera autónoma.]",4. Inserción Laboral,4.1 ¿Actualmente estás trabajando?,4.1.2 País:,4.1.3 ¿A qué tipo pertenece la institución en la que laboras?,4.1.4 Modalidad de trabajo:,4.1.5 ¿Cuánto tiempo lleva trabajando en su empleo actual?,"4.1.6 En una escala del 1 al 4 donde 1 es totalmente sin relación, y 4 es totalmente con relación ¿Cómo calificas la correspondencia entre tu formación académica y tu trabajo actual?",4.1.7 ¿Consideras que la formación académica ha contribuido a un mejor desempeño en tu vida profesional / laboral?,"4.1.8 ¿Consideras que la formación en habilidades blandas (gestión, comunicación efectiva, liderazgo, trabajo en equipo, ética profesional, responsabilidad social, aprendizaje autónomo) recibida en la EPN fue suficiente para enfrentar los desafíos del entorno laboral?",4.1.9 ¿Qué habilidades blandas sientes que más te ayudaron en tu inserción laboral? [Gestión],4.1.9 ¿Qué habilidades blandas sientes que más te ayudaron en tu inserción laboral? [Comunicación efectiva],4.1.9 ¿Qué habilidades blandas sientes que más te ayudaron en tu inserción laboral? [Liderazgo],4.1.9 ¿Qué habilidades blandas sientes que más te ayudaron en tu inserción laboral? [Trabajo en equipo],4.1.9 ¿Qué habilidades blandas sientes que más te ayudaron en tu inserción laboral? [Ética profesional],4.1.9 ¿Qué habilidades blandas sientes que más te ayudaron en tu inserción laboral? [Responsabilidad social],4.1.9 ¿Qué habilidades blandas sientes que más te ayudaron en tu inserción laboral? [Aprendizaje autónomo],4.1.9 ¿Qué habilidades blandas sientes que más te ayudaron en tu inserción laboral? [Todas las anteriores],4.1.9 ¿Qué habilidades blandas sientes que más te ayudaron en tu inserción laboral? [Otro],4.1.10 ¿Consideras que las prácticas preprofesionales y pasantías han contribuido a un mejor desempeño en tu vida profesional / laboral?,4.1.11 Rango salarial mensual (USD):,4.1.12 ¿Estas actualmente buscando trabajo?,4.1.13 ¿Por cuanto tiempo has estado buscando trabajo?,4.1.14 ¿Ha identificado alguna brecha o déficit en su formación académica que considere ha dificultado su inserción laboral?,"Si respondió ""Sí"", por favor especifique:",4.2 ¿Conoces o has utilizado la Bolsa de Empleo de la EPN?,"6.1 ¿Qué asignaturas te resultaron más relevantes durante la carrera? Para completar esta pregunta realizarlo separando por comas: Ejemplo: Estática, Mecánica de materiales, Dinámica","6.2 ¿Qué temas/áreas/contenido consideras que debieron incluirse en tu proceso de formación? Para completar esta pregunta realizarlo separando por comas: Ejemplo: Importancia de las buenas prácticas de TICS, TICS, Cobit",6.3 ¿Qué recomendaciones darías para mejorar la formación en tu carrera?,6.4 ¿Qué habilidades blandas crees que debieron ser fortalecidas mejor durante tu formación?,"6.5 Si pudieras agregar una habilidad blanda a tu formación académica, ¿cuál sería y cómo la aplicarías en tu carrera profesional?",carrera,anioGraduacion
22,Masculino,,5 (Totalmente desarrollado),5 (Totalmente desarrollado),4,5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),,No,,,,,,,,,,,,,,,,,,,Si,Menos de 6 meses,No,,"b) Sí, pero no la he utilizado","Programación II, Ingeniería de Software y de Requerimientos, Diseño de Software, Aplicaciones Web, Verificación y Validación de Software","Arquitectura de Software, DevOps y CI/CD","Utilizar tecnologías relevantes, Fomentar la publicación de proyectos en redes como LinkedIn, Prácticas profesionales en semestre inferior como 5to o 6to, Hacer que los estudiantes participen en Hacketons",Liderazgo,Inteligencia Emocional y la aplicaría para mejorar mi manera de manejar desacuerdos en proyectos,(RRA20) SOFTWARE,2025
24,Masculino,,4,1 (Nada desarrollado),2,1 (Nada desarrollado),2,1 (Nada desarrollado),3,,No,,,,,,,,,,,,,,,,,,,Si,Menos de 6 meses,Sí,Se necesita más experiencia técnica,c) No la conozco,"Física Térmica, Física de Materiales","Métodos matemáticos para la física, Una buena introducción a la mecánica cuántica, Una transición más suave entre las materias de electromagnetismo y electrodinámica","Una malla curricular mejor planificada, atender casos de denuncias hacia malos profesores, dedicar tiempo a que los estudiantes tengan un buen aprendizaje.",Mayor trabajo en equipo,Ninguna,(RRA20) FÍSICA,2025
23,Masculino,,3,3,3,3,4,3,3,,Si,Ecuador,Privado,Tiempo completo,Entre 6 meses y 1 año,3.0,Si,Parcialmente,No,No,No,Sí,Sí,No,No,No,,Si,De $461 a $1000,,,,,"b) Sí, pero no la he utilizado",Proyectos estructurales,Cimentaciones,Alinear los estudios con la realidad,Liderazgo,Socialización,(RRA20) INGENIERÍA CIVIL,2025
23,Masculino,,3,3,4,3,4,4,4,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,2.0,Si,No,Sí,No,Sí,No,No,No,No,No,,No,De $461 a $1000,,,,,"a) Sí, la he utilizado para postularme a vacantes","Fiscalización, Alcantarillado, Hidrosanitaria",Salidas a campo,Llevar lo teórico con lo práctico de la mano,Liderazgo y mejor comunicación,Habilidad para hablar frente a los demás,(RRA20) INGENIERÍA CIVIL,2025
26,Masculino,,3,2,1 (Nada desarrollado),4,3,3,5 (Totalmente desarrollado),,No,,,,,,,,,,,,,,,,,,,Si,Menos de 6 meses,No,,"a) Sí, la he utilizado para postularme a vacantes",Desarrollo web,Mayor facilidad para practicas,Enfocarse más en la carrera,Liderazgo,Comunicación efectiva,(RRA20) SOFTWARE,2025
23,Femenino,,3,3,4,4,4,4,4,,No,,,,,,,,,,,,,,,,,,,Si,Mas de 2 años,Sí,Que no se impulsa mayormente en un ambiente laboral real,"a) Sí, la he utilizado para postularme a vacantes","Base de datos, aplicaciones web, interacción humano computador, aplicaciones móviles",Tics,Que se nos acerque más a un ámbito laboral,"Todas, afortunadamente soy una persona extrovertida y me sé defender",Comunicación efectiva,(RRA20) COMPUTACIÓN,2025
25,Masculino,,2,2,2,2,2,2,2,,Si,Ecuador,Privado,Tiempo completo,Entre 6 meses y 1 año,3.0,Si,Parcialmente,No,No,No,No,No,No,Sí,No,,No,Hasta $460,,,,,c) No la conozco,Telemática,Ciberseguridad,Mayor énfasis en las habilidades blandas,"Liderazgo, comunicación proactiva",Sin comentarios,(RRA20) TELECOMUNICACIONES,2025
29,Femenino,,2,2,1 (Nada desarrollado),3,4,4,5 (Totalmente desarrollado),,No,,,,,,,,,,,,,,,,,,,Si,Menos de 6 meses,Sí,Permitir mayor espacio a combinar estudio más prácticas pre profesionales,"a) Sí, la he utilizado para postularme a vacantes","Econometría, Estadística, Mercadotecnia",Marketing Digital,Tener horarios con mayor flexibilidad en los últimos semestres y motivar a los estudiantes a tener varias prácticas profesionales porque eso le da mayor oportunidad a ser contratado por su experiencia laboral,"Liderazgo, Comunicación",Liderazgo y de esta forma poder formar parte en ámbitos profesionales con mayor crecimiento y no solo la parte técnica que muchas veces nos deja a los politécnicos en rangos que no tienen mucha oportunidad de crecer,INGENIERIA EN CIENCIAS ECONOMICAS Y FINANCIERAS,2024
27,Masculino,,4,4,4,4,4,4,4,,No,,,,,,,,,,,,,,,,,,,Si,Menos de 6 meses,No estoy seguro/a,,"a) Sí, la he utilizado para postularme a vacantes","Eficiencia energética, mecánica de fluidos","Economía, Ética profesional, certificación profesional",Revisar constantemente los pensums,Gestión,Vinculación profesional,(RRA20) MECÁNICA,2025
27,Femenino,,5 (Totalmente desarrollado),3,4,4,4,4,3,,Si,Ecuador,Privado,Freelance / Por horas,Más de 2 años,4.0,Si,Parcialmente,No,No,Sí,Sí,Sí,Sí,No,Sí,,Si,De $461 a $1000,,,,,c) No la conozco,Análisis de datos,Tics,Preparación en ciertos docentes,Hablar en público,"Oratoria, porque ese fue el plus que me hizo obtener el trabajo actual, mucho más allá de mi conocimiento, fue mi forma de expresarme aunque aquí estoy puliendo más",(RRA20) DESARROLLO DE SOFTWARE,2025
25,Masculino,,4,4,4,4,5 (Totalmente desarrollado),4,5 (Totalmente desarrollado),,Si,Ecuador,Público,Tiempo completo,Menos de 6 meses,3.0,Si,Si,No,Sí,No,Sí,Sí,Sí,Sí,No,,Si,De $461 a $1000,,,,,"a) Sí, la he utilizado para postularme a vacantes","Bases de satos, Aplicaciones Web y Moviles, MINERÍA DE DATOS, Administración de Procesos y Servicios de TI","Cloud, Nuevas Tecnologias de Desarrollo",Actualizar a nuevas tecnologias,Manejo del idioma (Ingles),Ingles,(RRA20) TECNOLOGÍAS DE LA INFORMACIÓN,2025
32,Masculino,,3,3,2,4,3,3,2,,No,,,,,,,,,,,,,,,,,,,Si,Menos de 6 meses,Sí,Falta de experiencia laboral,"d) No, pero me gustaría conocer más sobre cómo acceder","IoT, sistemas inalambricos, redes e intranet, aplicaciones web y moviles, LAN, WAN, bases de datos, desarrollo de software.","Threads, ISO 27001",Eliminar o reducir contenido desactualizado y concentrase en la tecnología que se encuentra en tendencia para las empresas,Comunicación en equipos de trabajo,"Tomar la iniciativa, está es bastante útil ya que no todos están acostumbrados a exponer sus ideas por temor al fracaso por lo que tomar la iniciativa mostrara la fortaleza en la toma de decisiones",(RRA20) TECNOLOGÍAS DE LA INFORMACIÓN,2025
23,Masculino,,4,4,3,4,4,4,5 (Totalmente desarrollado),,No,,,,,,,,,,,,,,,,,,,Si,Menos de 6 meses,No,,c) No la conozco,"Aplicaciones Webs, Aplicaciones Móviles, Metodologías Ágiles, Ingenieria de Requerimientos",Nube,Convenios Institucionales,Emprendimiento,Emprendimiento,(RRA20) SOFTWARE,2025
21,Masculino,,4,4,4,3,4,4,4,,No,,,,,,,,,,,,,,,,,,,Si,Menos de 6 meses,No estoy seguro/a,,c) No la conozco,Desarrollo de aplicaciones web - tecnologías de la seguridad,Despliegue de páginas web en servidores,Más tiempo en las asignaturas,Trato con usuarios en presencial,Sería el trato a los clientes y la usaría para poder decir propuestas a los clientes con seguridad,(RRA20) DESARROLLO DE SOFTWARE,2025
37,Femenino,,2,3,3,1 (Nada desarrollado),2,3,5 (Totalmente desarrollado),,No,,,,,,,,,,,,,,,,,,,Si,De 1 año a 2 años,No estoy seguro/a,,"a) Sí, la he utilizado para postularme a vacantes",Todas han sido muy útiles,Manejo de programas estadísticos,"Ya a mejorado, que los alumnos estudien en la mañana o en la tarde para q puedan trabajar",Inteligencia emocional,Inteligencia emocional,INGENIERIA EN CIENCIAS ECONOMICAS Y FINANCIERAS,2025
23,Femenino,,1 (Nada desarrollado),1 (Nada desarrollado),2,2,2,1 (Nada desarrollado),2,,Si,Ecuador,Privado,Tiempo completo,Entre 1 y 2 años,4.0,No,No,No,Sí,Sí,Sí,No,No,Sí,No,,Si,De $461 a $1000,,,,,"b) Sí, pero no la he utilizado","Aplicaciones computacionales en estructura, diseño de proyectos estructurales, Hormigón armado, fiscalización.","Gestión de obras reales,  negociación con clientes y proveedores, manejo de contratos, liderazgo en obra, normativas legales locales para negocios, marketing profesional, emprendimiento en construcción.","Incluir más casos reales de obra, enseñar cómo gestionar proyectos desde cero y fomentar el pensamiento emprendedor, no solo el técnico.","Comunicación efectiva,  inteligencia emocional, manejo de conflictos, toma de decisiones.","Capacidad de negociación y cierre de contratos, para vender servicios, tratar con clientes y asegurar oportunidades como profesional independiente.",(RRA20) INGENIERÍA CIVIL,2025
25,Femenino,,3,3,2,4,5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),,Si,Ecuador,Privado,Medio tiempo,Menos de 6 meses,3.0,Si,Parcialmente,No,Sí,Sí,No,No,No,No,No,,Si,Hasta $460,,,,,"a) Sí, la he utilizado para postularme a vacantes","Regularización ambiental, gestión integral de residuos peligrosos, calidad del agua, suelos, remediación de suelos, evaluación de impactos ambientales","Gestión ambiental en las diferentes industrias como construcción, el área minera y petrolera",Contratación de personal capacitado en las materias dadas por la facultad,Comunicación y relaciones comunitarias; liderazgo,Relaciones con la sociedad es una de las más importantes dentro del área ambiental ya que es indispensable saber cómo dirigirse y comunicarse con las comunidades aledañas a las zonas donde la industria genera impactos ambientales,(RRA20) INGENIERÍA AMBIENTAL,2025
28,Masculino,,4,4,4,4,5 (Totalmente desarrollado),4,5 (Totalmente desarrollado),,Si,Ecuador,Privado,Tiempo completo,Entre 1 y 2 años,3.0,Si,Parcialmente,No,No,No,Sí,Sí,Sí,Sí,No,,Si,De $461 a $1000,,,,,"d) No, pero me gustaría conocer más sobre cómo acceder","Econometria, finanzas","Importancia de las buenas prácticas de TICS, TICS, Cobit",Agregar materias vanguardistas considerando el uso de inteligencia artificial,"Liderazgo, Comunicación Efectiva, Gestión","Comunicación Efectiva, se aplicaría con el objetivo de se capas de comunicarse adecuadamente",INGENIERIA EN CIENCIAS ECONOMICAS Y FINANCIERAS,2024
24,Masculino,,3,3,4,5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),,No,,,,,,,,,,,,,,,,,,,Si,Menos de 6 meses,Sí,"La falta de experiencia es un factor que me impide conseguir trabajo, ya que usualmente para puestos junior se solicita terner 1 o 2 años de experiencia.","d) No, pero me gustaría conocer más sobre cómo acceder","Agua potable y alcantarillado, Calidad del agua, Potabilización del agua, Diseño de plantas, Balance de masa y energía, Depuración, Residuos sólidos municipales, Ecotoxicología, Evaluación de impacto ambiental, Legislación ambiental","Modelos de simulación ambiental (como SWMM, HYSPLIT, AERMOD), Tecnologías de remediación de suelos y agua.","Modificar la malla curricular, ya que existen materias con solo una hora a la semana y esto impide que se pueda aprender algo. Además, se deben contratar docentes expertos en la asignatura que van a impartir porque muchas veces solo enseñaban solo lo que ellos conocian y estos mismo profesores impartian mas de una materia. Por último, el horario de clases impedia realizar prácticas pre profesionales porque la distribución de materias estaba en la mañana y en la tarde.",Redacción técnica y elaboración de informes y comunicación interpersonal,Mejorar la comunicación para realizar una redacción clara de informes técnicos y ambientale.,(RRA20) INGENIERÍA AMBIENTAL,2025
24,Masculino,,3,3,4,3,4,3,4,,Si,Ecuador,Privado,Tiempo completo,Entre 6 meses y 1 año,3.0,Si,Parcialmente,Sí,No,No,No,No,No,Sí,No,,Si,De $461 a $1000,,,,,"b) Sí, pero no la he utilizado","Sistemas Cad/cam, Procesos Industriales,  Diseño de sistemas de producción, Gestión de procesos y calidad","Análisis de Datos, Sistemas integrados de Gestión",Actividades más prácticas y fortalecer el liderazgo con habilidades blandas,Comunicación y liderazgo,Manejo de personas,(RRA20) INGENIERÍA DE LA PRODUCCIÓN,2025
23,Masculino,,4,4,4,4,4,4,4,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,2.0,Si,Si,No,No,Sí,Sí,Sí,No,No,No,,Si,De $461 a $1000,,,,,c) No la conozco,Dibujo mecánico y CAD,Tics,Cambiar profesores que no aportan conocimiento,Liderazgo,Bien,(RRA20) MECÁNICA,2025
23,Masculino,,4,4,4,4,4,4,4,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,3.0,Si,Si,No,Sí,No,Sí,No,Sí,No,No,,No,Hasta $460,,,,,"d) No, pero me gustaría conocer más sobre cómo acceder","Redes, comunicación inalámbrica",TCP,Preparar temas prácticos,Manejo de personas,Interacción en publico,(RRA20) REDES Y TELECOMUNICACIONES,2025
24,Masculino,,3,3,3,3,1 (Nada desarrollado),3,3,,Si,Egipto,Privado,Tiempo completo,Menos de 6 meses,2.0,No,No,No,No,No,No,No,No,Sí,No,,No,De $461 a $1000,,,,,"d) No, pero me gustaría conocer más sobre cómo acceder",Gestión de Proyectos,Más asignaturas de comunicación,"Cambiar los profesores,","Comunicación, liderazgo, trabajo en equipo","Comunicación, para poder tener mejores relaciones sociales con profesionales",(RRA20) INGENIERÍA DE LA PRODUCCIÓN,2025
31,Masculino,,5 (Totalmente desarrollado),4,4,5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,3.0,Si,Si,No,Sí,No,Sí,Sí,No,Sí,No,,Si,De $461 a $1000,,,,,"d) No, pero me gustaría conocer más sobre cómo acceder","Estadística , econometria, riesgo financiero",SQL,Una materia de liderazgo,Liderazgo,Liderazgo,INGENIERIA EN CIENCIAS ECONOMICAS Y FINANCIERAS,2025
26,Masculino,,4,4,3,3,5 (Totalmente desarrollado),3,5 (Totalmente desarrollado),,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,4.0,Si,Parcialmente,Sí,Sí,No,Sí,Sí,No,Sí,No,,Si,De $461 a $1000,,,,,"a) Sí, la he utilizado para postularme a vacantes","Transmisión Digital, Bases de Datos, Aplicaciones Web y Móviles, Almacenamiento y Procesamiento de Datos, Hacking Ético, LAN, WAN, Sistemas Inalámbricos, Administración de Procesos y Servicios de TI","Ciencia de Datos e Inteligencia Artificial, Equipos de Comunicación que no fueran CISCO (Ej: Aruba, Huawei,etc), Redes definidas por Software, SOC  (Securtity Operation System), Palo Alto, Fortinet, Contenedores (Dockers), Servidores VMWare.",Incentivar a las prácticas laborales desde semestres inferiores (ej: 5to - 6to semestre). Buscar tecnologías actuales y de uso laboral moderno para su aplicación.,"El liderazgo, planificiación de metas, ser emprendedor, negociación, saber vender un producto.","El liderazgo, saber ser un buen líder. Con esto, aportaría mucho en la gestión y planificación del equipo de trabajo, cumplimiento de metas, KPIS, servicio al cliente, etc.",(RRA20) TECNOLOGÍAS DE LA INFORMACIÓN,2025
24,Femenino,,3,2,2,2,4,4,3,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,1.0,Si,No,No,No,No,No,Sí,Sí,No,No,,Si,Hasta $460,,,,,"a) Sí, la he utilizado para postularme a vacantes","Diseño estructural, diseño hidráulico",Los procesos dentro de una empresa,Contraten mejores profesores,Liderazgo y confianza,"Comunicación, saber manejar grupos de personas con confianza",(RRA20) INGENIERÍA CIVIL,2025
24,Masculino,,5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),,Si,Ecuador,Privado,Tiempo completo,Entre 6 meses y 1 año,4.0,Si,Parcialmente,No,No,No,Sí,Sí,Sí,Sí,No,,Si,De $461 a $1000,,,,,"d) No, pero me gustaría conocer más sobre cómo acceder","Sistemas eléctricos de distribución, calidad de energía, SEP","Diseño de subestaciones, coordinación de protecciones en CYME",Enfocarse en el diseño e implementación de energías renovables,Comunicación con compañeros de trabajo,Habilidad comunicativa,(RRA20) ELECTRICIDAD,2025
22,Masculino,,4,4,4,3,3,3,4,,No,,,,,,,,,,,,,,,,,,,Si,De 6 meses a 1 año,Sí,Falta de experiencia en manejo de equipos,c) No la conozco,"Transferencia de calor, Mecánica de Materiales","Mecánica de fluidos, Análisis de sistemas mecánicos, Mantenimiento",Que se aumenten las horas de clase de las asignaturas y que regresemos al modelo de un profesor para teoría y otro para realizar ejercicios,"Trabajo en equipo, desarrollo de proyectos, liderazgo",Liderazgo,(RRA20) MECÁNICA,2025
24,Masculino,,3,3,4,4,5 (Totalmente desarrollado),3,4,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,2.0,Si,No,No,Sí,No,Sí,Sí,No,Sí,No,Autoconocimiento y Reflexión,Si,De $461 a $1000,,,,,"d) No, pero me gustaría conocer más sobre cómo acceder","Hacking Etico, Administracion de procesos, Ingenieria Financiera, Redes e Intranets, Aplicaciones Web,  Gestion de procesos y calidad, seguridad en redes, sistemas IoT, enrutamiento, sistemas operativos","Importancia en habilidades blandas, cloud, programación (microservicios), docker",Enfocarse en el trabajo en equipo y en el liderazgo,"trabajo en equipo, inteligencia emocional, hablar en publico, empatia.","Inteligencia Emocional, considero que permitira gestionar el estrés, mantener la calma en situaciones de alta presión y comunicarse de forma asertiva. La aplicaría en mi carrera profesional para mejorar mi toma de decisiones, fortalecer el trabajo en equipo y adaptarme mejor a los desafíos técnicos y humanos del entorno laboral.",(RRA20) TECNOLOGÍAS DE LA INFORMACIÓN,2025
26,Masculino,,5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),,Si,Ecuador,Privado,Tiempo completo,Entre 1 y 2 años,4.0,Si,Si,No,No,No,No,No,No,No,Sí,,Si,De $461 a $1000,,,,,"d) No, pero me gustaría conocer más sobre cómo acceder","Aplicaciones Distrubuidas, Redes e Intranets, WLAN",TICS,Un mayor enfoque a aplicaciones en el ámbito laboral de las materias revisadas,Trabajo en Equipo,Publicación de puertos en la red,(RRA20) TECNOLOGÍAS DE LA INFORMACIÓN,2025
24,Masculino,,4,4,4,4,5 (Totalmente desarrollado),5 (Totalmente desarrollado),4,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,3.0,Si,Parcialmente,No,No,No,No,No,No,No,Sí,,Si,De $461 a $1000,,,,,"a) Sí, la he utilizado para postularme a vacantes","Estadística aplicada , Gestión de proceso y Calidad, Administración de Operaciones, Gestión de Proyectos, Control estadístico de la Calidad, Logistica, Cadena de Suminstro","TICS, Cobit, ITIL, IOT",Aplicar las nuevas tecnologías en los métodos de enseñanza,"Trabajo en equipo, comunicación efectiva, liderazgo","Comunicación efectiva, la aplicaría para tener una mejor comunicación con clientes internos y externos",(RRA20) INGENIERÍA DE LA PRODUCCIÓN,2025
24,Femenino,,4,4,4,4,5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,4.0,Si,Parcialmente,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,Si,De $461 a $1000,,,,,"a) Sí, la he utilizado para postularme a vacantes",Todas,Si,Ninguna.,Todas.,Si.,(RRA20) INGENIERÍA DE LA PRODUCCIÓN,2025
22,Masculino,,4,3,3,3,4,4,5 (Totalmente desarrollado),,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,4.0,Si,Parcialmente,No,No,No,No,No,No,No,Sí,,Si,De $461 a $1000,,,,,"a) Sí, la he utilizado para postularme a vacantes","Álgebra, Sistemas operativos, redes, desarrollo de aplicaciones web, desarrollo de aplicaciones móviles, análisis de datos, inteligencia artificial","Patrones de diseño de software, arquitectura de software, código limpio y principios SOLID",Implementación de IA para cada etapa del desarrollo de software ( uso de agentes y bots automatizados). Enfoque en profundización de los fundamentos y lógica de programación.,Comunicación y relaciones interpersonales y saber vender servicios o productos de software.,Ventas y networking,(RRA20) DESARROLLO DE SOFTWARE,2025
25,Femenino,,3,4,4,4,4,4,3,,No,,,,,,,,,,,,,,,,,,,Si,De 6 meses a 1 año,Sí,"En mi opinión, la carrera se enfoca en metodologías básicas sicas y no ven o no se visualiza las posibles innovaciones.","a) Sí, la he utilizado para postularme a vacantes","Caracterización de agua, gestión ambiental, potabilización.","Visitas a lugares como PTARs, lugares de instalaciones ambientales y tecnologícas","Que los ingenieros den mas información antes de las matriculas o los tutores informes correctamente. La carrera sea más corta porque se esta comparando con tiempo para sacar  ingeniería. Mejorar el sistema de aprobación, ejemplo si no se aprueba una materia no se abren 2o3 el siguiente años, no debería ser asi porque se pierde tiempo. Mejorar la calidad de trato en el área de psicología solo una vez puede tener cita y no dan apoyo emocional. Aparte hay turnos saturados","El trabajo en equipo, gestión de tiempo",Comunicación efectiva,(RRA20) AGUA Y SANEAMIENTO AMBIENTAL,2025
26,Masculino,,3,3,4,4,3,3,5 (Totalmente desarrollado),,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,3.0,Si,Parcialmente,No,No,No,No,No,No,No,Sí,,Si,De $461 a $1000,,,,,c) No la conozco,"Sistemas eléctricos de potencia, centrales eléctricas, instalaciones eléctricas de medio voltaje y bajo voltaje, electrónica de potencia, calidad de energía,  Energías renovables, Control industrial, Máquinas Eléctricas","Gestión de Proyectos de Ingeniería, Normativa y Legislación Eléctrica Vigente, Modelado y Simulación de Sistemas Eléctricos (Software avanzado)","Laboratorios mejor equipados, Casos de estudio reales, Visitas técnicas frecuentes, Trabajo en equipo y liderazgo","Comunicación Efectiva, Trabajo en Equipo y Colaboración Interdisciplinaria",Negociación y Persuasión,(RRA20) ELECTRICIDAD,2025
25,Masculino,,5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),,Si,Ecuador,Público,Tiempo completo,Menos de 6 meses,3.0,Si,Si,No,No,No,No,No,No,No,Sí,,Si,De $461 a $1000,,,,,c) No la conozco,"Alto voltaje, Introducción a protecciones eléctricas, Calidad de energía eléctrica, Análisis de Sistemas Eléctricos de Potencia, Accionamientos de Máquinas, Sistemas eléctricos de distribución","Sistema de Automatización de Subestaciones, Protecciones eléctricas avanzadas","No debería limitarse únicamente a aspectos teóricos o simulaciones. También es fundamental incluir actividades prácticas en campo, ya que actualmente no se cuenta con una preparación adecuada en este ámbito. Sería importante visitar centrales hidroeléctricas y subestaciones relevantes del país, además de enseñar cómo realizar una instalación eléctrica básica.",Comunicación efectiva,"La habilidad blanda que agregaría es negociación, ya que me permitiría alcanzar acuerdos efectivos en proyectos eléctricos, facilitando la colaboración y el cumplimiento de objetivos en equipos multidisciplinarios.",(RRA20) ELECTRICIDAD,2025
